date,hour,minute,day_of_week,month,is_weekend,time_sin,time_cos,dow_sin,dow_cos,month_sin,month_cos,lag_15min,lag_30min,lag_1h,lag_2h,lag_24h,lag_7d,Usage_kWh
2018-03-18 03:00:00,3,0,6,3,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.06,3.1,3.13,3.13,3.2,3.06
2018-03-18 03:15:00,3,15,6,3,1,0.7518398074789774,0.6593458151000688,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.02,3.02,3.71,3.13,3.17,3.02
2018-03-18 03:30:00,3,30,6,3,1,0.7933533402912352,0.6087614290087207,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.06,3.06,3.06,3.06,3.1,3.02
2018-03-18 03:45:00,3,45,6,3,1,0.8314696123025451,0.5555702330196024,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.02,3.02,3.06,3.1,3.42,3.1
2018-03-18 04:00:00,4,0,6,3,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.1,3.02,3.06,3.1,3.06,3.74,3.02
2018-03-18 04:15:00,4,15,6,3,1,0.8968727415326884,0.44228869021900125,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.1,3.02,3.02,3.17,3.2,3.46
2018-03-18 04:30:00,4,30,6,3,1,0.9238795325112867,0.38268343236508984,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.46,3.02,3.02,3.06,3.1,3.1,3.35
2018-03-18 04:45:00,4,45,6,3,1,0.9469301294951056,0.3214394653031617,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.35,3.46,3.1,3.02,3.1,3.13,3.06
2018-03-18 05:00:00,5,0,6,3,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.35,3.02,3.06,3.06,3.13,3.06
2018-03-18 05:15:00,5,15,6,3,1,0.9807852804032304,0.19509032201612833,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.06,3.46,3.02,3.13,3.13,3.06
2018-03-18 05:30:00,5,30,6,3,1,0.9914448613738104,0.1305261922200517,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.06,3.35,3.02,3.17,3.17,3.02
2018-03-18 05:45:00,5,45,6,3,1,0.9978589232386035,0.06540312923014327,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.06,3.06,3.1,3.13,3.17,3.02
2018-03-18 06:00:00,6,0,6,3,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.02,3.06,3.02,3.28,3.1,2.99
2018-03-18 06:15:00,6,15,6,3,1,0.9978589232386035,-0.06540312923014314,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.99,3.02,3.06,3.46,3.56,3.1,3.06
2018-03-18 06:30:00,6,30,6,3,1,0.9914448613738104,-0.1305261922200516,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,2.99,3.02,3.35,3.1,3.13,2.99
2018-03-18 06:45:00,6,45,6,3,1,0.9807852804032304,-0.1950903220161282,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.99,3.06,3.02,3.06,3.17,3.24,2.95
2018-03-18 07:00:00,7,0,6,3,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.95,2.99,2.99,3.06,3.06,3.78,2.99
2018-03-18 07:15:00,7,15,6,3,1,0.9469301294951057,-0.3214394653031616,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.99,2.95,3.06,3.06,3.06,3.1,3.53
2018-03-18 07:30:00,7,30,6,3,1,0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.53,2.99,2.99,3.02,3.06,3.06,3.1
2018-03-18 07:45:00,7,45,6,3,1,0.8968727415326884,-0.44228869021900113,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.1,3.53,2.95,3.02,3.17,3.28,2.99
2018-03-18 08:00:00,8,0,6,3,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.99,3.1,2.99,2.99,3.49,3.31,2.99
2018-03-18 08:15:00,8,15,6,3,1,0.8314696123025451,-0.5555702330196023,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.99,2.99,3.53,3.06,39.82,15.8,2.95
2018-03-18 08:30:00,8,30,6,3,1,0.7933533402912352,-0.6087614290087207,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.95,2.99,3.1,2.99,90.65,25.99,2.99
2018-03-18 08:45:00,8,45,6,3,1,0.7518398074789774,-0.6593458151000688,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,2.99,2.95,2.99,2.95,83.09,27.76,3.1
2018-03-18 09:00:00,9,0,6,3,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.1,2.99,2.99,2.99,83.84,30.49,3.17
2018-03-18 09:15:00,9,15,6,3,1,0.659345815100069,-0.7518398074789773,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.1,2.95,3.53,96.7,31.07,3.17
2018-03-18 09:30:00,9,30,6,3,1,0.6087614290087209,-0.793353340291235,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.17,2.99,3.1,65.92,34.74,3.2
2018-03-18 09:45:00,9,45,6,3,1,0.5555702330196025,-0.831469612302545,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.2,3.17,3.1,2.99,93.78,33.16,3.17
2018-03-18 10:00:00,10,0,6,3,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.2,3.17,2.99,55.84,34.34,3.74
2018-03-18 10:15:00,10,15,6,3,1,0.4422886902190017,-0.8968727415326881,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.74,3.17,3.17,2.95,27.4,33.84,3.49
2018-03-18 10:30:00,10,30,6,3,1,0.3826834323650899,-0.9238795325112867,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.49,3.74,3.2,2.99,26.03,31.0,3.17
2018-03-18 10:45:00,10,45,6,3,1,0.32143946530316175,-0.9469301294951056,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.49,3.17,3.1,25.96,31.79,3.17
2018-03-18 11:00:00,11,0,6,3,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.17,3.74,3.17,25.96,30.02,3.13
2018-03-18 11:15:00,11,15,6,3,1,0.19509032201612816,-0.9807852804032304,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.13,3.17,3.49,3.17,25.7,30.06,3.06
2018-03-18 11:30:00,11,30,6,3,1,0.130526192220052,-0.9914448613738104,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.13,3.17,3.2,26.82,30.1,3.02
2018-03-18 11:45:00,11,45,6,3,1,0.06540312923014312,-0.9978589232386035,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.06,3.17,3.17,27.18,29.84,3.06
2018-03-18 12:00:00,12,0,6,3,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.02,3.13,3.74,34.24,29.56,3.02
2018-03-18 12:15:00,12,15,6,3,1,-0.06540312923014287,-0.9978589232386035,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.06,3.06,3.49,22.25,24.08,3.17
2018-03-18 12:30:00,12,30,6,3,1,-0.13052619222005177,-0.9914448613738104,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.02,3.02,3.17,4.64,24.16,3.2
2018-03-18 12:45:00,12,45,6,3,1,-0.19509032201612792,-0.9807852804032305,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.2,3.17,3.06,3.17,3.85,24.08,3.24
2018-03-18 13:00:00,13,0,6,3,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.2,3.02,3.13,3.85,24.3,3.17
2018-03-18 13:15:00,13,15,6,3,1,-0.32143946530316153,-0.9469301294951057,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.24,3.17,3.06,17.39,30.64,3.85
2018-03-18 13:30:00,13,30,6,3,1,-0.38268343236508967,-0.9238795325112868,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.85,3.17,3.2,3.02,27.86,31.36,3.49
2018-03-18 13:45:00,13,45,6,3,1,-0.44228869021900147,-0.8968727415326883,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.49,3.85,3.24,3.06,29.7,31.03,3.17
2018-03-18 14:00:00,14,0,6,3,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.49,3.17,3.02,33.37,30.85,3.24
2018-03-18 14:15:00,14,15,6,3,1,-0.555570233019602,-0.8314696123025455,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.17,3.85,3.17,33.44,30.31,3.17
2018-03-18 14:30:00,14,30,6,3,1,-0.6087614290087207,-0.7933533402912352,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.24,3.49,3.2,62.93,30.67,3.2
2018-03-18 14:45:00,14,45,6,3,1,-0.6593458151000688,-0.7518398074789774,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.2,3.17,3.17,3.24,79.6,31.36,3.2
2018-03-18 15:00:00,15,0,6,3,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.2,3.2,3.24,3.17,69.59,31.0,3.24
2018-03-18 15:15:00,15,15,6,3,1,-0.7518398074789773,-0.6593458151000691,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.2,3.17,3.85,81.97,31.32,3.24
2018-03-18 15:30:00,15,30,6,3,1,-0.7933533402912349,-0.6087614290087209,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.24,3.2,3.49,83.74,30.2,3.24
2018-03-18 15:45:00,15,45,6,3,1,-0.8314696123025452,-0.5555702330196022,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.24,3.2,3.17,85.86,30.13,3.2
2018-03-18 16:00:00,16,0,6,3,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.2,3.24,3.24,3.24,57.71,30.13,3.13
2018-03-18 16:15:00,16,15,6,3,1,-0.8968727415326883,-0.44228869021900136,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.13,3.2,3.24,3.17,71.89,30.31,3.17
2018-03-18 16:30:00,16,30,6,3,1,-0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.13,3.24,3.2,57.67,30.35,3.17
2018-03-18 16:45:00,16,45,6,3,1,-0.9469301294951056,-0.3214394653031618,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.17,3.17,3.2,3.2,92.99,30.38,3.28
2018-03-18 17:00:00,17,0,6,3,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.28,3.17,3.13,3.24,50.65,30.92,3.13
2018-03-18 17:15:00,17,15,6,3,1,-0.9807852804032303,-0.19509032201612866,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.13,3.28,3.17,3.24,3.96,30.78,3.46
2018-03-18 17:30:00,17,30,6,3,1,-0.9914448613738104,-0.13052619222005163,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.46,3.13,3.17,3.24,4.21,30.06,3.89
2018-03-18 17:45:00,17,45,6,3,1,-0.9978589232386035,-0.06540312923014273,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.89,3.46,3.28,3.2,4.03,29.77,3.24
2018-03-18 18:00:00,18,0,6,3,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.89,3.13,3.13,4.03,31.5,3.2
2018-03-18 18:15:00,18,15,6,3,1,-0.9978589232386036,0.06540312923014237,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.2,3.24,3.46,3.17,3.85,30.2,3.1
2018-03-18 18:30:00,18,30,6,3,1,-0.9914448613738105,0.13052619222005127,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.1,3.2,3.89,3.17,3.78,29.99,3.1
2018-03-18 18:45:00,18,45,6,3,1,-0.9807852804032304,0.1950903220161283,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.1,3.1,3.24,3.28,3.96,29.81,3.31
2018-03-18 19:00:00,19,0,6,3,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.31,3.1,3.2,3.13,4.03,28.3,3.31
2018-03-18 19:15:00,19,15,6,3,1,-0.9469301294951057,0.3214394653031615,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.31,3.31,3.1,3.46,4.03,27.97,3.31
2018-03-18 19:30:00,19,30,6,3,1,-0.923879532511287,0.38268343236508917,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.31,3.31,3.1,3.89,4.07,28.22,3.42
2018-03-18 19:45:00,19,45,6,3,1,-0.8968727415326884,0.442288690219001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.42,3.31,3.31,3.24,4.0,28.15,3.35
2018-03-18 20:00:00,20,0,6,3,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.35,3.42,3.31,3.2,4.0,28.73,3.31
2018-03-18 20:15:00,20,15,6,3,1,-0.8314696123025455,0.5555702330196018,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.31,3.35,3.31,3.1,4.03,28.8,3.28
2018-03-18 20:30:00,20,30,6,3,1,-0.7933533402912357,0.6087614290087199,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.28,3.31,3.42,3.1,4.03,28.91,3.35
2018-03-18 20:45:00,20,45,6,3,1,-0.7518398074789772,0.6593458151000691,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.35,3.28,3.35,3.31,4.03,30.2,3.42
2018-03-18 21:00:00,21,0,6,3,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.42,3.35,3.31,3.31,4.0,31.46,3.31
2018-03-18 21:15:00,21,15,6,3,1,-0.6593458151000687,0.7518398074789775,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.31,3.42,3.28,3.31,4.0,30.28,3.74
2018-03-18 21:30:00,21,30,6,3,1,-0.608761429008721,0.7933533402912349,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.74,3.31,3.35,3.42,4.03,29.66,3.6
2018-03-18 21:45:00,21,45,6,3,1,-0.555570233019603,0.8314696123025447,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.6,3.74,3.42,3.35,4.03,30.24,3.35
2018-03-18 22:00:00,22,0,6,3,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.35,3.6,3.31,3.31,3.89,30.31,3.35
2018-03-18 22:15:00,22,15,6,3,1,-0.4422886902190014,0.8968727415326883,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.35,3.35,3.74,3.28,3.17,30.56,3.24
2018-03-18 22:30:00,22,30,6,3,1,-0.38268343236508956,0.9238795325112868,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.24,3.35,3.6,3.35,3.06,12.71,3.1
2018-03-18 22:45:00,22,45,6,3,1,-0.32143946530316186,0.9469301294951056,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.1,3.24,3.35,3.42,3.1,4.07,3.06
2018-03-18 23:00:00,23,0,6,3,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.1,3.35,3.31,3.06,3.78,3.02
2018-03-18 23:15:00,23,15,6,3,1,-0.19509032201612872,0.9807852804032303,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.06,3.24,3.74,2.99,3.78,3.02
2018-03-18 23:30:00,23,30,6,3,1,-0.13052619222005168,0.9914448613738104,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.02,3.02,3.1,3.6,2.95,3.85,3.06
2018-03-18 23:45:00,23,45,6,3,1,-0.0654031292301428,0.9978589232386035,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.06,3.02,3.06,3.35,2.99,3.78,3.06
2018-03-19 00:00:00,0,0,0,3,0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.02,3.35,3.28,4.46,3.64
2018-03-19 00:15:00,0,15,0,3,0,0.06540312923014306,0.9978589232386035,0.0,1.0,0.8660254037844386,0.5000000000000001,3.64,3.06,3.02,3.24,2.99,3.78,3.49
2018-03-19 00:30:00,0,30,0,3,0,0.13052619222005157,0.9914448613738104,0.0,1.0,0.8660254037844386,0.5000000000000001,3.49,3.64,3.06,3.1,2.99,3.89,3.06
2018-03-19 00:45:00,0,45,0,3,0,0.19509032201612825,0.9807852804032304,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.49,3.06,3.06,3.02,3.89,3.17
2018-03-19 01:00:00,1,0,0,3,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.8660254037844386,0.5000000000000001,3.17,3.06,3.64,3.02,3.13,3.85,3.1
2018-03-19 01:15:00,1,15,0,3,0,0.3214394653031616,0.9469301294951057,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.17,3.49,3.02,3.71,3.82,3.06
2018-03-19 01:30:00,1,30,0,3,0,0.3826834323650898,0.9238795325112867,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.1,3.06,3.06,3.06,3.89,3.06
2018-03-19 01:45:00,1,45,0,3,0,0.44228869021900125,0.8968727415326884,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.17,3.06,3.06,3.92,3.1
2018-03-19 02:00:00,2,0,0,3,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.06,3.1,3.64,3.1,3.89,3.13
2018-03-19 02:15:00,2,15,0,3,0,0.5555702330196022,0.8314696123025452,0.0,1.0,0.8660254037844386,0.5000000000000001,3.13,3.1,3.06,3.49,3.02,3.89,3.1
2018-03-19 02:30:00,2,30,0,3,0,0.6087614290087207,0.7933533402912352,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.13,3.06,3.06,3.06,3.85,3.06
2018-03-19 02:45:00,2,45,0,3,0,0.6593458151000688,0.7518398074789774,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.1,3.1,3.17,3.02,3.82,3.1
2018-03-19 03:00:00,3,0,0,3,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.06,3.13,3.1,3.06,3.92,3.1
2018-03-19 03:15:00,3,15,0,3,0,0.7518398074789774,0.6593458151000688,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.1,3.1,3.06,3.02,3.85,3.46
2018-03-19 03:30:00,3,30,0,3,0,0.7933533402912352,0.6087614290087207,0.0,1.0,0.8660254037844386,0.5000000000000001,3.46,3.1,3.06,3.06,3.02,3.89,3.56
2018-03-19 03:45:00,3,45,0,3,0,0.8314696123025451,0.5555702330196024,0.0,1.0,0.8660254037844386,0.5000000000000001,3.56,3.46,3.1,3.1,3.1,3.38,3.1
2018-03-19 04:00:00,4,0,0,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.56,3.1,3.13,3.02,3.17,3.06
2018-03-19 04:15:00,4,15,0,3,0,0.8968727415326884,0.44228869021900125,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.1,3.46,3.1,3.46,3.24,3.06
2018-03-19 04:30:00,4,30,0,3,0,0.9238795325112867,0.38268343236508984,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.56,3.06,3.35,3.13,3.06
2018-03-19 04:45:00,4,45,0,3,0,0.9469301294951056,0.3214394653031617,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.1,3.1,3.06,3.17,3.1
2018-03-19 05:00:00,5,0,0,3,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.06,3.06,3.1,3.06,3.13,3.1
2018-03-19 05:15:00,5,15,0,3,0,0.9807852804032304,0.19509032201612833,0.0,1.0,0.8660254037844386,0.5000000000000001,3.1,3.1,3.06,3.46,3.06,3.2,3.06
2018-03-19 05:30:00,5,30,0,3,0,0.9914448613738104,0.1305261922200517,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.1,3.06,3.56,3.02,3.17,3.06
2018-03-19 05:45:00,5,45,0,3,0,0.9978589232386035,0.06540312923014327,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.1,3.1,3.02,3.1,3.06
2018-03-19 06:00:00,6,0,0,3,0,1.0,6.123233995736766e-17,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.1,3.06,2.99,3.13,3.06
2018-03-19 06:15:00,6,15,0,3,0,0.9978589232386035,-0.06540312923014314,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.06,3.06,3.06,3.1,3.06
2018-03-19 06:30:00,6,30,0,3,0,0.9914448613738104,-0.1305261922200516,0.0,1.0,0.8660254037844386,0.5000000000000001,3.06,3.06,3.06,3.06,2.99,3.13,2.99
2018-03-19 06:45:00,6,45,0,3,0,0.9807852804032304,-0.1950903220161282,0.0,1.0,0.8660254037844386,0.5000000000000001,2.99,3.06,3.06,3.1,2.95,3.74,2.99
2018-03-19 07:00:00,7,0,0,3,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,2.99,2.99,3.06,3.1,2.99,3.46,2.99
2018-03-19 07:15:00,7,15,0,3,0,0.9469301294951057,-0.3214394653031616,0.0,1.0,0.8660254037844386,0.5000000000000001,2.99,2.99,3.06,3.06,3.53,3.74,3.6
2018-03-19 07:30:00,7,30,0,3,0,0.9238795325112868,-0.3826834323650895,0.0,1.0,0.8660254037844386,0.5000000000000001,3.6,2.99,2.99,3.06,3.1,4.07,4.75
2018-03-19 07:45:00,7,45,0,3,0,0.8968727415326884,-0.44228869021900113,0.0,1.0,0.8660254037844386,0.5000000000000001,4.75,3.6,2.99,3.06,2.99,4.36,4.14
2018-03-19 08:00:00,8,0,0,3,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8660254037844386,0.5000000000000001,4.14,4.75,2.99,3.06,2.99,4.36,3.82
2018-03-19 08:15:00,8,15,0,3,0,0.8314696123025451,-0.5555702330196023,0.0,1.0,0.8660254037844386,0.5000000000000001,3.82,4.14,3.6,3.06,2.95,42.62,7.52
2018-03-19 08:30:00,8,30,0,3,0,0.7933533402912352,-0.6087614290087207,0.0,1.0,0.8660254037844386,0.5000000000000001,7.52,3.82,4.75,2.99,2.99,87.3,90.68
2018-03-19 08:45:00,8,45,0,3,0,0.7518398074789774,-0.6593458151000688,0.0,1.0,0.8660254037844386,0.5000000000000001,90.68,7.52,4.14,2.99,3.1,109.94,122.8
2018-03-19 09:00:00,9,0,0,3,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844386,0.5000000000000001,122.8,90.68,3.82,2.99,3.17,87.41,95.04
2018-03-19 09:15:00,9,15,0,3,0,0.659345815100069,-0.7518398074789773,0.0,1.0,0.8660254037844386,0.5000000000000001,95.04,122.8,7.52,3.6,3.17,58.39,119.3
2018-03-19 09:30:00,9,30,0,3,0,0.6087614290087209,-0.793353340291235,0.0,1.0,0.8660254037844386,0.5000000000000001,119.3,95.04,90.68,4.75,3.2,56.77,86.4
2018-03-19 09:45:00,9,45,0,3,0,0.5555702330196025,-0.831469612302545,0.0,1.0,0.8660254037844386,0.5000000000000001,86.4,119.3,122.8,4.14,3.17,71.35,116.71
2018-03-19 10:00:00,10,0,0,3,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,116.71,86.4,95.04,3.82,3.74,58.21,130.21
2018-03-19 10:15:00,10,15,0,3,0,0.4422886902190017,-0.8968727415326881,0.0,1.0,0.8660254037844386,0.5000000000000001,130.21,116.71,119.3,7.52,3.49,52.99,87.41
2018-03-19 10:30:00,10,30,0,3,0,0.3826834323650899,-0.9238795325112867,0.0,1.0,0.8660254037844386,0.5000000000000001,87.41,130.21,86.4,90.68,3.17,49.61,113.58
2018-03-19 10:45:00,10,45,0,3,0,0.32143946530316175,-0.9469301294951056,0.0,1.0,0.8660254037844386,0.5000000000000001,113.58,87.41,116.71,122.8,3.17,44.06,57.6
2018-03-19 11:00:00,11,0,0,3,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,57.6,113.58,130.21,95.04,3.13,54.43,66.28
2018-03-19 11:15:00,11,15,0,3,0,0.19509032201612816,-0.9807852804032304,0.0,1.0,0.8660254037844386,0.5000000000000001,66.28,57.6,87.41,119.3,3.06,52.42,69.41
2018-03-19 11:30:00,11,30,0,3,0,0.130526192220052,-0.9914448613738104,0.0,1.0,0.8660254037844386,0.5000000000000001,69.41,66.28,113.58,86.4,3.02,77.29,62.24
2018-03-19 11:45:00,11,45,0,3,0,0.06540312923014312,-0.9978589232386035,0.0,1.0,0.8660254037844386,0.5000000000000001,62.24,69.41,57.6,116.71,3.06,94.54,55.69
2018-03-19 12:00:00,12,0,0,3,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,55.69,62.24,66.28,130.21,3.02,73.22,60.12
2018-03-19 12:15:00,12,15,0,3,0,-0.06540312923014287,-0.9978589232386035,0.0,1.0,0.8660254037844386,0.5000000000000001,60.12,55.69,69.41,87.41,3.17,38.63,19.33
2018-03-19 12:30:00,12,30,0,3,0,-0.13052619222005177,-0.9914448613738104,0.0,1.0,0.8660254037844386,0.5000000000000001,19.33,60.12,62.24,113.58,3.2,34.38,6.37
